0.00600496927897 9.23815e-41 8.28497e-41 1.04915e-40 6.99965e-41 1.17189e-40 9.13034e-41 8.19359e-41 1.01082e-40 6.9885e-41 1.14635e-40 
0.00600509643555 1.40862e-40 1.26718e-40 1.50094e-40 1.1172e-40 1.66838e-40 1.19183e-40 1.05943e-40 1.28826e-40 9.05853e-41 1.48887e-40 
0.00600522359212 1.32759e-40 1.24587e-40 1.42159e-40 1.13334e-40 1.55436e-40 1.44116e-40 1.3336e-40 1.59057e-40 1.19395e-40 1.75836e-40 
0.0060053507487 6.05835e-41 5.55861e-41 6.52739e-41 5.10055e-41 7.23169e-41 7.19331e-41 6.75467e-41 8.04213e-41 5.67629e-41 8.82362e-41 
0.00600547790527 1.98542e-41 1.7546e-41 2.16672e-41 1.50862e-41 2.55837e-41 3.54867e-41 3.10113e-41 3.96669e-41 2.59296e-41 4.45461e-41 
0.00600560506185 7.76081e-42 5.40011e-42 9.58562e-42 2.69818e-42 1.45753e-41 2.90391e-41 2.34472e-41 3.6154e-41 1.68773e-41 4.368e-41 
0.00600573221842 1.88629e-41 1.46186e-41 2.64039e-41 8.02455e-42 3.85292e-41 5.93517e-42 3.62245e-42 8.21755e-42 1.39096e-42 1.48515e-41 
0.006005859375 1.47919e-41 1.12777e-41 1.83877e-41 6.06289e-42 2.53177e-41 2.16965e-41 1.7189e-41 2.77414e-41 9.2222e-42 3.60421e-41 
0.00600598653158 5.74669e-42 4.38333e-42 8.71426e-42 1.68091e-42 1.33453e-41 1.37633e-41 1.00997e-41 1.77304e-41 5.88015e-42 2.4511e-41 
0.00600611368815 3.50954e-42 2.59875e-42 5.5319e-42 8.44484e-43 9.21677e-42 4.91005e-42 3.77166e-42 6.61023e-42 1.98081e-42 9.3685e-42 
0.00600624084473 2.11593e-42 1.66978e-42 3.21009e-42 6.70381e-43 5.01859e-42 1.62686e-42 1.17542e-42 2.28704e-42 6.84566e-43 3.48026e-42 
0.0060063680013 1.38913e-42 1.03819e-42 2.00033e-42 5.30699e-43 2.82537e-42 6.05649e-43 4.28999e-43 9.74571e-43 2.57031e-43 1.49895e-42 
0.00600649515788 9.77924e-43 7.64193e-43 1.35582e-42 3.98712e-43 1.75688e-42 2.973e-43 1.901e-43 4.91687e-43 9.7166e-44 8.61276e-43 
0.00600662231445 7.03725e-43 5.39388e-43 9.49984e-43 2.7439e-43 1.23518e-42 2.25915e-43 1.18386e-43 3.30633e-43 5.8694e-44 5.8877e-43 
