0 0 0 0 0
1.27156575521e-07 0 0 0 0
2.54313151042e-07 0 0 0 0
3.81469726563e-07 0 0 0 0
5.08626302083e-07 0 0 0 0
6.35782877604e-07 0 0 0 0
7.62939453125e-07 0 0 0 0
8.90096028646e-07 0 0 0 0
1.01725260417e-06 0 0 0 0
1.14440917969e-06 0 0 0 0
1.27156575521e-06 0 0 0 0
1.39872233073e-06 0 0 0 0
1.52587890625e-06 0 0 0 0
1.65303548177e-06 0 0 0 0
1.78019205729e-06 0 0 0 0
1.90734863281e-06 0 0 0 0
2.03450520833e-06 0 0 0 0
2.16166178385e-06 0 0 0 0
2.28881835937e-06 0 0 0 0
2.4159749349e-06 0 0 0 0
2.54313151042e-06 0 0 0 0
2.67028808594e-06 0 0 0 0
2.79744466146e-06 0 0 0 0
2.92460123698e-06 0 0 0 0
3.0517578125e-06 0 0 0 0
3.17891438802e-06 0 0 0 0
3.30607096354e-06 0 0 0 0
3.43322753906e-06 0 0 0 0
3.56038411458e-06 0 0 0 0
3.6875406901e-06 0 0 0 0
3.81469726562e-06 0 0 0 0
3.94185384115e-06 0 0 0 0
4.06901041667e-06 0 0 0 0
4.19616699219e-06 0 0 0 0
4.32332356771e-06 0 0 0 0
4.45048014323e-06 0 0 0 0
4.57763671875e-06 0 0 0 0
4.70479329427e-06 0 0 0 0
4.83194986979e-06 0 0 0 0
4.95910644531e-06 0 0 0 0
5.08626302083e-06 0 0 0 0
5.21341959635e-06 0 0 0 0
5.34057617187e-06 0 0 0 0
5.4677327474e-06 0 0 0 0
5.59488932292e-06 0 0 0 0
5.72204589844e-06 0 0 0 0
5.84920247396e-06 0 0 0 0
5.97635904948e-06 0 0 0 0
6.103515625e-06 0 0 0 0
6.23067220052e-06 0 0 0 0
6.35782877604e-06 0 0 0 0
6.48498535156e-06 0 0 0 0
6.61214192708e-06 0 0 0 0
6.7392985026e-06 0 0 0 0
6.86645507813e-06 0 0 0 0
6.99361165365e-06 0 0 0 0
7.12076822917e-06 0 0 0 0
7.24792480469e-06 0 0 0 0
7.37508138021e-06 0 0 0 0
7.50223795573e-06 0 0 0 0
7.62939453125e-06 0 0 0 0
7.75655110677e-06 0 0 0 0
7.88370768229e-06 0 0 0 0
8.01086425781e-06 0 0 0 0
