0.00600496927897 1.13825209792e-40 9.26524365255e-41 7.76901922798e-41 8.22558601677e-41 6.47081969004e-42 2.33755100904e-42 
0.00600509643555 1.05572423485e-40 1.05351118135e-40 1.20160847356e-40 1.12422746125e-40 5.50327533998e-43 1.15279490165e-43 
0.00600522359212 1.23496741444e-40 1.78236594044e-40 1.32187970789e-40 1.55755110244e-40 7.65459566251e-43 2.36362548209e-42 
0.0060053507487 5.97822764508e-41 9.59506140164e-41 6.28855799699e-41 7.73270270549e-41 1.44365479819e-43 2.32957822397e-42 
0.00600547790527 2.59435769069e-41 4.63303023189e-41 2.0254247608e-41 3.21269673707e-41 3.78725300636e-42 2.27813123431e-42 
0.00600560506185 6.82205265609e-42 3.54260296851e-41 8.40886814225e-42 1.36452106018e-41 3.01315823138e-43 5.17153756226e-42 
0.00600573221842 3.00015091272e-41 8.23675872909e-42 9.50497928369e-42 5.6303624848e-42 6.16148133696e-42 5.46573217578e-42 
0.006005859375 2.22522744184e-41 1.21916151177e-41 1.35583714078e-41 1.87291083222e-41 1.30881681244e-42 8.65327472438e-43 
0.00600598653158 1.7812546902e-41 7.31768978203e-42 3.79368830141e-42 1.82116828268e-41 5.20189988499e-42 8.98202960055e-42 
0.00600611368815 2.55035211103e-42 3.36449659744e-42 3.09069869373e-42 6.90425917618e-42 1.56417739617e-43 9.03787210948e-43 
0.00600624084473 1.52207717149e-43 1.40018827653e-41 2.36453832085e-42 2.12286891566e-42 1.32463136253e-42 8.28025708834e-42 
0.0060063680013 4.45607649376e-42 8.68675234472e-42 1.6484059978e-42 7.27856570057e-43 1.73162241442e-42 6.23882130723e-42 
0.00600649515788 7.05684109749e-42 1.00220594189e-41 1.19110202549e-42 3.13006364204e-43 3.323603192e-42 7.01827021995e-42 
0.00600662231445 5.04296243817e-42 7.18316881454e-42 7.46763055258e-43 5.62047279141e-44 1.91043727882e-42 6.34870259456e-42 
0.00600674947103 5.63291919441e-42 1.99563729575e-41 6.13914818052e-43 4.05341950827e-44 8.49548340692e-42 2.09657824491e-41 
0.0060068766276 1.29061203859e-41 7.66684458675e-42 5.28320247397e-43 3.70318352681e-44 8.59084716314e-42 6.72135250503e-42 
0.00600700378418 5.94296708712e-42 1.94804428863e-42 4.72614718639e-43 3.68800435924e-44 3.41198749988e-42 1.94243020477e-42 
0.00600713094076 1.21623990513e-42 4.67526197189e-43 4.37920559168e-43 3.75755535246e-44 2.8132451958e-42 7.50015750308e-43 
0.00600725809733 2.96032277488e-42 3.98725323506e-42 4.20150775909e-43 3.83447541622e-44 3.8638917059e-42 3.39253895352e-42 
0.00600738525391 1.15883047541e-41 2.07784207143e-42 4.18687704509e-43 3.89432190212e-44 1.37696326644e-41 2.20355961236e-42 
0.00600751241048 1.17851540635e-41 9.84595437444e-42 4.36870613506e-43 3.93523383494e-44 7.68414661964e-42 9.66976312501e-42 
0.00600763956706 1.09770787756e-41 1.80925809047e-42 4.8539296603e-43 3.98847697467e-44 9.42602269051e-42 1.74430568983e-42 
0.00600776672363 6.33491579216e-42 7.70707590133e-43 5.9412957268e-43 4.21418838091e-44 9.69011277337e-42 4.76596601739e-43 
0.00600789388021 1.43887279547e-41 1.56588048902e-41 8.52911683462e-43 5.4710269823e-44 9.93473816638e-42 1.38943374125e-41 
0.00600802103678 1.0870150363e-41 4.09446518829e-42 1.52986916528e-42 1.34733539735e-43 1.54019334808e-41 3.10887143652e-42 
0.00600814819336 6.31721698186e-42 2.73839416477e-42 3.13359882313e-42 6.81515130359e-43 8.6370638561e-42 1.39069246868e-42 
0.00600827534993 2.07825936111e-41 2.65625803869e-42 5.13311760998e-42 3.53012873815e-42 1.75320803737e-41 1.12719338421e-41 
0.00600840250651 5.46729993142e-42 2.02787416745e-41 4.97869727588e-42 9.83943529426e-42 5.5630527032e-42 1.93005356147e-42 
