1.4509137872159995e-42 3.493780248035749e-42 6.985041548524248e-42 1.5093533703121995e-41 2.5693264981949995e-43 1.1461211339987497e-42 3.335086552558999e-42 9.677796476534498e-42
1.50304920712128e-42 3.61932161506461e-42 7.23603376970019e-42 1.563588689074776e-41 2.6616496376106e-43 1.18730449520865e-42 3.45492560803572e-42 1.002554696833326e-41
1.2525843766579201e-42 3.0162057819870404e-42 6.03023693832016e-42 1.3030356918288641e-41 2.2181181669984004e-43 9.894546725336001e-43 2.87920436579008e-42 8.35491176236064e-42
6.521453058643201e-43 1.5703568389475904e-42 3.1395814811836106e-42 6.784122695727441e-42 1.1548406458014003e-43 5.151495037643501e-43 1.4990284461186804e-42 4.349899765851941e-42
3.5502144615532793e-43 8.548867114886109e-43 1.7091570662998687e-42 3.6932092106991755e-42 6.286838109000598e-44 2.8044228819561495e-43 8.160562408153719e-43 2.3680423543902255e-42
5.122796838946559e-43 1.2335623638227218e-42 2.466235353194238e-42 5.3291317116263516e-42 9.071619402301199e-44 4.046653752987299e-43 1.177531773396744e-42 3.4169766415334514e-42
9.896709831379198e-43 2.3831139819657898e-42 4.7645097851414096e-42 1.0295327310698638e-41 1.7525423659733998e-43 7.817713495273498e-43 2.2748687181850797e-42 6.601242911833139e-42
7.637863801996798e-43 1.8391869953766594e-42 3.677047972732139e-42 7.945499982910558e-42 1.3525383816035996e-43 6.033381996368998e-43 1.7556478600423195e-42 5.0945612373735585e-42
6.0309074460672e-43 1.45223413675264e-42 2.90342124096256e-42 6.27381899597824e-42 1.0679731935744e-43 4.763998069376e-43 1.38627108656128e-42 4.02269902913024e-42
3.9277588009881596e-43 9.457988640573919e-43 1.8909158255451677e-42 4.085960197139072e-42 6.955406210083199e-44 3.1026566917528e-43 9.028390021715838e-43 2.6198696724646718e-42
1.95890442365952e-43 4.7170146451662395e-43 9.430628414596958e-43 2.0378047407235837e-42 3.4688932502303995e-44 1.5473984596615998e-43 4.502759473828479e-43 1.3066164575867838e-42
1.0332773686828803e-43 2.4881175527138107e-43 4.974441221106991e-43 1.0748954849214964e-42 1.8297620070426007e-44 8.162173658866503e-44 2.3751028405141208e-43 6.8921035598604626e-43
7.282322524972798e-44 1.7535731496766094e-43 3.5058820072481887e-43 7.575638293339757e-43 1.2895779471305995e-44 5.752529077886498e-44 1.6739227470597195e-43 4.857410267525258e-43
6.6912686914752e-44 1.61124820747849e-43 3.22133473636471e-43 6.96077812488184e-43 1.1849121641154001e-44 5.285637594828501e-44 1.5380624561654802e-43 4.463169151501341e-43
3.8334026742336003e-44 9.2307803978507e-44 1.84549055827253e-43 3.98780361527912e-43 6.788317235622e-45 3.0281219041255e-44 8.811501980356401e-44 2.55693282541762e-43
5.27726215895616e-44 1.270757398345867e-43 2.540598605344693e-43 5.489818551469672e-43 9.3451517398182e-45 4.16867062903655e-44 1.213037343482284e-43 3.520007155331522e-43
3.1022740767628806e-44 7.470232889705061e-44 1.4935079886915743e-43 3.2272267826324964e-43 5.493610344267601e-45 2.4505810849429006e-44 7.130921662559122e-44 2.0692598963407962e-43
1.8880473271046398e-44 4.54639174078843e-44 9.089505621633969e-44 1.9640936777796876e-43 3.3434171417477994e-45 1.4914262740149498e-44 4.3398865643863594e-44 1.2593537900583379e-43
1.6081959040012797e-44 3.8725134007808594e-44 7.742234794783938e-44 1.6729704612457756e-43 2.847846913335599e-45 1.2703630838898998e-44 3.696616973780719e-44 1.0726890040230757e-43
1.6319311316870398e-44 3.9296674993922297e-44 7.85650178501417e-44 1.697661691157768e-43 2.8898780456957995e-45 1.28911226548195e-44 3.75117503186396e-44 1.0885207305454179e-43
1.9198292221036796e-44 4.622922102530909e-44 9.242511168217889e-44 1.9971556768828558e-43 3.399697580808599e-45 1.5165317639881498e-44 4.412940781363319e-44 1.2805527554379057e-43
2.9426852104704e-44 7.085945116184801e-44 1.41667814038792e-43 3.06121003144768e-43 5.2110050602080004e-45 2.3245169631320003e-44 6.7640889212896e-44 1.96281190601168e-43
6.935174738841601e-44 1.6699804449259202e-43 3.3387568664596806e-43 7.214508165822721e-43 1.2281038600032001e-44 5.478306434328001e-44 1.5941269712198402e-43 4.62585787267872e-43
1.7904183352300793e-43 4.3113024843127084e-43 8.619496603460087e-43 1.8625324070657352e-42 3.170532468636599e-44 1.4143061502251495e-43 4.115475478896919e-43 1.1942338965197856e-42
3.3639694601299198e-43 8.100391738194789e-43 1.6194943251632408e-42 3.499462674496264e-42 5.9570292523134e-44 2.6573022645123498e-43 7.73245757849308e-43 2.2438143517047136e-42
4.391282884815361e-43 1.0574148196595323e-42 2.1140672638182285e-42 4.568154001009313e-42 7.776230108527201e-44 3.4688085288038005e-43 1.0093851631068642e-42 2.929046674211912e-42
7.2501867892224e-43 1.7458349091408797e-42 3.490411105297519e-42 7.542208201566079e-42 1.2838872439247998e-43 5.727144078291999e-43 1.66653599113376e-42 4.8359752854500794e-42
1.10377630522368e-42 2.6578780127521597e-42 5.31383974719664e-42 1.148233961961856e-41 1.9546038738335997e-43 8.719066299943999e-43 2.5371524793683198e-42 7.362341258106559e-42
1.1010086308512e-42 2.65121349130315e-42 5.30051550928885e-42 1.14535481181604e-41 1.949702783799e-43 8.6972035943975e-43 2.5307906723038e-42 7.3438804856429e-42
1.1236836358483199e-42 2.70581458840559e-42 5.40967833716561e-42 1.168943115625544e-41 1.9898564384814e-43 8.8763203873435e-43 2.58291169073468e-42 7.495125918279939e-42
1.1841159598502402e-42 2.8513347852643802e-42 5.7006138136540204e-42 1.231809519344208e-41 2.0968720122348e-43 9.353693780067e-43 2.7218221021557602e-42 7.898217912751081e-42
1.2437768168870397e-42 2.9949973003859795e-42 5.987835266020418e-42 1.2938733831227678e-41 2.2025214465707994e-43 9.824973119506998e-43 2.8589592110389594e-42 8.296164115416678e-42
7.9300059435072e-43 1.90953441729939e-42 3.81769209745581e-42 8.249408960676242e-42 1.4042718858294002e-43 6.264154000513501e-43 1.82279997729228e-42 5.289424103290741e-42
8.293779992447998e-43 1.9971307030425996e-42 3.9928215137254e-42 8.627835019921599e-42 1.4686902069959998e-43 6.551510237089999e-43 1.9064174843751996e-42 5.532066446351599e-42
3.97602525840768e-43 9.574213599672661e-43 1.9141524377716144e-42 4.136170720204657e-42 7.040878061763601e-44 3.1407838412769005e-43 9.139335837034321e-43 2.6520640699309564e-42
1.7938195496121602e-43 4.31949256130567e-43 8.63587085255993e-43 1.866070614804872e-42 3.1765554524382003e-44 1.41699287339155e-43 4.12329354806684e-43 1.1965025537517221e-42
8.564101650086402e-44 2.0622237827551803e-43 4.12296074230722e-43 8.909044633214882e-43 1.5165596672028001e-44 6.765045574287001e-44 1.96855392095736e-43 5.7123747464638805e-43
5.056495274718719e-44 1.2175970392421639e-43 2.434316214721356e-43 5.260159667728224e-43 8.9542103823144e-45 3.9942801215226e-44 1.1622916221749279e-43 3.3727525773384238e-43
3.93552582225984e-44 9.47669151992083e-44 1.894655052973357e-43 4.094040056767528e-43 6.9691603102518e-45 3.10879209918095e-44 9.04624338311116e-44 2.625050383528178e-43
4.2585235510751994e-44 1.0254465564828647e-43 2.0501537859603346e-43 4.430047416326839e-43 7.541135455028999e-45 3.3639378745472494e-44 9.788689551429797e-44 2.8404943547275896e-43
8.400208638297602e-44 2.0227585731456204e-43 4.044058776735981e-43 8.738550375117922e-43 1.4875369463652004e-44 6.635581476433001e-44 1.9308812911642407e-43 5.603055831308921e-43
3.71466686322432e-43 8.94486621404884e-43 1.788328335368236e-42 3.8642853896597435e-42 6.5780559036264e-44 2.9343288589705997e-43 8.53857452588368e-43 2.477734390365944e-42
1.34919208292544e-42 3.24883579690553e-42 6.49532924644487e-42 1.403534541821048e-41 2.3891943135138e-43 1.06576805161645e-42 3.10126791283556e-42 8.99929858090198e-42
2.4000748308979194e-42 5.779346858429538e-42 1.1554526920277658e-41 2.4967445115868636e-41 4.250132513048399e-43 1.8958924445460996e-42 5.5168386738000786e-42 1.6008832465815637e-41
1.2934991649484798e-42 3.1147280239297595e-42 6.22721038958704e-42 1.3455984368700157e-41 2.2905714379295997e-43 1.0217745139783998e-42 2.9732515527635196e-42 8.627819082868159e-42
5.9767354209024e-43 1.4391895883318802e-42 2.87734154898652e-42 6.21746504202208e-42 1.0583802307848e-43 4.721205931442e-43 1.3738190446657602e-42 3.98656553595608e-42
2.5187588994470395e-43 6.0651364471059785e-43 1.2125900048900418e-42 2.6202089106747676e-42 4.460302217770799e-44 1.9896446167506998e-43 5.7896471924789586e-43 1.6800471686936675e-42
1.1524084092518401e-43 2.7749834438060804e-43 5.54796617856832e-43 1.1988248590689282e-42 2.0407232247168002e-44 9.103226149472002e-44 2.6489387740441603e-43 7.686724146433281e-43
6.154735843814401e-44 1.48205184294628e-43 2.9630351553641203e-43 6.4026349264124806e-43 1.0899011390088e-44 4.861813904402e-44 1.41473441965456e-43 4.10529429026648e-43
3.8012308440249594e-44 9.15331107753927e-44 1.830002279597433e-43 3.9543359752426315e-43 6.7313462862942e-45 3.0027083924155496e-44 8.737551453974039e-44 2.5354737678374817e-43
2.6221335932332794e-44 6.314061273983609e-44 1.2623570232701188e-43 2.7277473074051754e-43 4.6433615713505993e-45 2.0713034460436498e-44 6.027265412223719e-44 1.7489995252087257e-43
1.959528344112e-44 4.71851703695025e-44 9.43363211496975e-44 2.0384537913054e-43 3.4699981093649994e-45 1.54789131349125e-44 4.504193624312999e-44 1.3070326211941498e-43
1.5544763643916796e-44 3.743157495505659e-44 7.483616247323138e-44 1.6170872179574557e-43 2.7527185619435995e-45 1.2279283781218998e-44 3.573136643150319e-44 1.0368573249987557e-43
1.29406449486528e-44 3.11608933051761e-44 6.22993202128719e-44 1.3461865370195761e-43 2.2915725429906002e-45 1.0222210853536501e-44 2.9745510263917203e-44 8.63158991193126e-44
1.12520728636992e-44 2.70948351769979e-44 5.41701355052741e-44 1.170528135404264e-43 1.9925545696134e-45 8.8883561683735e-45 2.5864139707530797e-44 7.50528887887714e-44
1.0248812709984e-44 2.46789986610205e-44 4.93402042444195e-44 1.06616121108028e-43 1.814893917393e-45 8.0958503177825e-45 2.3558034770866e-44 6.8361004221803e-44
1.0169850815481598e-44 2.4488859515751695e-44 4.896006304050429e-44 1.0579469806660716e-43 1.8009110819081996e-45 8.033475904590498e-45 2.3376532082808396e-44 6.783431741854218e-44
1.1874323458310402e-44 2.8593205966452306e-44 5.716579678801172e-44 1.2352594819825682e-43 2.1027447790758005e-45 9.379890926269502e-45 2.729445183819961e-44 7.920338667852182e-44
1.97292648619008e-44 4.75077957698896e-44 9.49813393438384e-44 2.0523915807727357e-43 3.4937239859615997e-45 1.5584749153064e-44 4.534990742561919e-44 1.315969368045536e-43
4.968205332192e-44 1.19633694370665e-43 2.39181135176535e-43 5.168313602516399e-43 8.797863609089999e-45 3.9245371981724994e-44 1.1419971978858e-43 3.3138619594238994e-43
1.0423940305420797e-43 2.5100703478504593e-43 5.018330983842339e-43 1.0843793456611357e-42 1.8459060957515997e-44 8.234188956538998e-44 2.3960585007599192e-43 6.952912960664359e-43
7.480177980825599e-44 1.8012164686467196e-43 3.6011342952828796e-43 7.781462927275519e-43 1.3246148507711998e-44 5.908821148047999e-44 1.7194020219814396e-43 4.989382604571519e-43
1.8859670261452794e-44 4.541382404971358e-44 9.079490561633437e-44 1.9619295869205754e-43 3.339733275465599e-45 1.4897829807223995e-44 4.3351047614867185e-44 1.2579662004253755e-43
7.305981105254398e-45 1.7592701029492795e-44 3.517271806401119e-44 7.600249788660478e-44 1.2937674873887996e-45 5.771217713351998e-45 1.6793609346105594e-44 4.873190869164478e-44
